MovementID,ItemID,WarehouseID,MovementType,Quantity,MovementDate,ProcessedBy,Reference,Notes
MV02937,ITM0099,WH003,OUT,-50,2024-09-28,USER006,REF-2937,
MV01637,ITM0052,WH005,ADJUSTMENT,-30,2024-09-29,USER004,ADJ-1637,Lost
MV01890,ITM0057,WH005,IN,11,2024-09-29,USER005,REF-1890,
MV02257,ITM0082,WH001,OUT,-72,2024-09-29,USER007,REF-2257,
MV02297,ITM0024,WH004,IN,643,2024-09-29,USER003,REF-2297,
MV02709,ITM0100,WH002,IN,3,2024-09-29,USER004,REF-2709,
MV02934,ITM0098,WH003,IN,1,2024-09-29,USER008,REF-2934,
MV00267,ITM0040,WH001,IN,16,2024-09-30,USER005,REF-267,
MV00328,ITM0026,WH003,OUT,-18,2024-09-30,USER008,REF-328,
MV01131,ITM0020,WH004,ADJUSTMENT,-70,2024-09-30,USER002,ADJ-1131,Damage
MV01476,ITM0098,WH001,IN,33,2024-09-30,USER001,REF-1476,
MV01605,ITM0013,WH003,IN,10,2024-09-30,USER006,REF-1605,
MV01802,ITM0033,WH003,IN,7,2024-09-30,USER006,REF-1802,
MV01958,ITM0016,WH004,OUT,-5,2024-09-30,USER007,REF-1958,
MV02102,ITM0005,WH001,ADJUSTMENT,-91,2024-09-30,USER001,ADJ-2102,Recount
MV02270,ITM0083,WH002,OUT,-22,2024-09-30,USER004,REF-2270,
MV02824,ITM0011,WH003,IN,89,2024-09-30,USER006,REF-2824,
MV00856,ITM0042,WH005,IN,47,2024-10-01,USER008,REF-856,
MV01286,ITM0090,WH003,IN,3,2024-10-01,USER006,REF-1286,
MV01471,ITM0006,WH001,ADJUSTMENT,-10,2024-10-01,USER001,ADJ-1471,Expired
MV01921,ITM0096,WH001,IN,14,2024-10-01,USER003,REF-1921,
MV02024,ITM0044,WH003,ADJUSTMENT,-5,2024-10-01,USER005,ADJ-2024,Found
MV02271,ITM0035,WH001,OUT,-6,2024-10-01,USER001,REF-2271,
MV02707,ITM0099,WH002,IN,25,2024-10-01,USER005,REF-2707,
MV02933,ITM0058,WH004,ADJUSTMENT,-100,2024-10-01,USER004,ADJ-2933,Found
MV00853,ITM0074,WH004,IN,381,2024-10-02,USER003,REF-853,
MV02242,ITM0009,WH003,IN,7,2024-10-02,USER007,REF-2242,
MV02416,ITM0086,WH001,IN,62,2024-10-02,USER003,REF-2416,
MV02466,ITM0084,WH001,IN,98,2024-10-02,USER005,REF-2466,
MV02476,ITM0055,WH002,OUT,-14,2024-10-02,USER002,REF-2476,
MV02983,ITM0004,WH002,ADJUSTMENT,-16,2024-10-02,USER002,ADJ-2983,Expired
MV00158,ITM0064,WH005,IN,69,2024-10-03,USER007,REF-158,
MV00891,ITM0032,WH005,ADJUSTMENT,-82,2024-10-03,USER001,ADJ-891,Damage
MV01473,ITM0010,WH004,ADJUSTMENT,-30,2024-10-03,USER002,ADJ-1473,Found
MV02347,ITM0091,WH004,OUT,-48,2024-10-03,USER001,REF-2347,
MV02720,ITM0055,WH004,IN,365,2024-10-03,USER005,REF-2720,
MV02756,ITM0016,WH002,OUT,-98,2024-10-03,USER006,REF-2756,
MV02766,ITM0002,WH004,ADJUSTMENT,-82,2024-10-03,USER002,ADJ-2766,Lost
MV02956,ITM0019,WH005,ADJUSTMENT,-73,2024-10-03,USER003,ADJ-2956,Damage
MV00352,ITM0070,WH002,OUT,-35,2024-10-04,USER002,REF-352,
MV00523,ITM0052,WH003,IN,10,2024-10-04,USER003,REF-523,
MV00565,ITM0031,WH001,OUT,-100,2024-10-04,USER008,REF-565,
MV00870,ITM0054,WH002,IN,78,2024-10-04,USER001,REF-870,
MV01700,ITM0059,WH005,IN,34,2024-10-04,USER007,REF-1700,
MV02110,ITM0094,WH003,IN,47,2024-10-04,USER001,REF-2110,
MV02563,ITM0088,WH003,IN,55,2024-10-04,USER005,REF-2563,
MV00651,ITM0037,WH001,OUT,-11,2024-10-05,USER006,REF-651,
MV00808,ITM0059,WH001,OUT,-20,2024-10-05,USER004,REF-808,
MV01314,ITM0065,WH001,IN,72,2024-10-05,USER001,REF-1314,
MV01543,ITM0096,WH004,IN,55,2024-10-05,USER006,REF-1543,
MV01967,ITM0051,WH005,IN,7,2024-10-05,USER001,REF-1967,
MV02840,ITM0073,WH003,ADJUSTMENT,-98,2024-10-05,USER005,ADJ-2840,Recount
MV00214,ITM0016,WH002,IN,42,2024-10-06,USER004,REF-214,
MV00380,ITM0100,WH001,OUT,-17,2024-10-06,USER004,REF-380,
MV00823,ITM0062,WH003,IN,55,2024-10-06,USER003,REF-823,
MV00858,ITM0059,WH001,IN,49,2024-10-06,USER001,REF-858,
MV00968,ITM0070,WH002,ADJUSTMENT,-2,2024-10-06,USER003,ADJ-968,Damage
MV02475,ITM0073,WH005,OUT,-69,2024-10-06,USER003,REF-2475,
MV00339,ITM0049,WH005,ADJUSTMENT,-276,2024-10-07,USER006,ADJ-339,Damage
MV01174,ITM0001,WH002,ADJUSTMENT,-51,2024-10-07,USER001,ADJ-1174,Expired
MV01187,ITM0055,WH003,OUT,-29,2024-10-07,USER003,REF-1187,
MV01368,ITM0094,WH005,IN,33,2024-10-07,USER005,REF-1368,
MV01446,ITM0014,WH004,IN,2,2024-10-07,USER004,REF-1446,
MV01671,ITM0059,WH005,OUT,-32,2024-10-07,USER004,REF-1671,
MV02380,ITM0029,WH003,ADJUSTMENT,-25,2024-10-07,USER005,ADJ-2380,Found
MV02489,ITM0013,WH005,IN,459,2024-10-07,USER008,REF-2489,
MV02591,ITM0001,WH005,IN,47,2024-10-07,USER006,REF-2591,
MV00468,ITM0094,WH004,ADJUSTMENT,-76,2024-10-08,USER006,ADJ-468,Expired
MV00582,ITM0062,WH005,IN,53,2024-10-08,USER002,REF-582,
MV01485,ITM0069,WH003,OUT,-97,2024-10-08,USER005,REF-1485,
MV01702,ITM0093,WH005,ADJUSTMENT,-22,2024-10-08,USER007,ADJ-1702,Recount
MV02000,ITM0053,WH002,IN,79,2024-10-08,USER007,REF-2000,
MV02629,ITM0013,WH003,ADJUSTMENT,-85,2024-10-08,USER006,ADJ-2629,Recount
MV02783,ITM0080,WH001,ADJUSTMENT,-92,2024-10-08,USER006,ADJ-2783,Lost
MV00894,ITM0057,WH002,ADJUSTMENT,-46,2024-10-09,USER007,ADJ-894,Found
MV01103,ITM0033,WH003,IN,53,2024-10-09,USER001,REF-1103,
MV01440,ITM0093,WH002,IN,54,2024-10-09,USER005,REF-1440,
MV01466,ITM0097,WH002,OUT,-86,2024-10-09,USER002,REF-1466,
MV01962,ITM0080,WH005,OUT,-3,2024-10-09,USER003,REF-1962,
MV02378,ITM0040,WH002,OUT,-33,2024-10-09,USER003,REF-2378,
MV02431,ITM0091,WH002,ADJUSTMENT,-7,2024-10-09,USER005,ADJ-2431,Lost
MV02691,ITM0070,WH003,IN,93,2024-10-09,USER003,REF-2691,
MV00146,ITM0010,WH004,IN,50,2024-10-10,USER003,REF-146,
MV00177,ITM0088,WH003,IN,27,2024-10-10,USER005,REF-177,
MV00758,ITM0031,WH005,IN,18,2024-10-10,USER001,REF-758,
MV01319,ITM0047,WH005,OUT,-9,2024-10-10,USER004,REF-1319,
MV01420,ITM0097,WH002,IN,89,2024-10-10,USER002,REF-1420,
MV02678,ITM0063,WH005,ADJUSTMENT,-81,2024-10-10,USER003,ADJ-2678,Damage
MV02895,ITM0063,WH002,ADJUSTMENT,-62,2024-10-10,USER002,ADJ-2895,Damage
MV02982,ITM0081,WH003,IN,39,2024-10-10,USER004,REF-2982,
MV00279,ITM0004,WH003,OUT,-59,2024-10-11,USER008,REF-279,
MV00591,ITM0069,WH003,OUT,-97,2024-10-11,USER007,REF-591,
MV01349,ITM0073,WH003,IN,80,2024-10-11,USER003,REF-1349,
MV01391,ITM0034,WH005,IN,82,2024-10-11,USER005,REF-1391,
MV01597,ITM0100,WH004,IN,100,2024-10-11,USER002,REF-1597,
MV01734,ITM0066,WH005,IN,4,2024-10-11,USER001,REF-1734,
MV02066,ITM0094,WH003,OUT,-85,2024-10-11,USER008,REF-2066,
MV02311,ITM0098,WH002,OUT,-666,2024-10-11,USER008,REF-2311,
MV02653,ITM0080,WH003,IN,52,2024-10-11,USER008,REF-2653,
MV02926,ITM0096,WH002,IN,79,2024-10-11,USER007,REF-2926,
MV00292,ITM0063,WH001,OUT,-35,2024-10-12,USER008,REF-292,
MV00420,ITM0016,WH004,ADJUSTMENT,-18,2024-10-12,USER003,ADJ-420,Damage
MV00718,ITM0061,WH002,ADJUSTMENT,-11,2024-10-12,USER006,ADJ-718,Found
MV01040,ITM0002,WH001,OUT,-39,2024-10-12,USER004,REF-1040,
MV01441,ITM0004,WH001,IN,30,2024-10-12,USER008,REF-1441,
MV01472,ITM0052,WH003,IN,52,2024-10-12,USER002,REF-1472,
MV01558,ITM0084,WH002,ADJUSTMENT,-27,2024-10-12,USER004,ADJ-1558,Damage
MV01898,ITM0052,WH003,IN,41,2024-10-12,USER002,REF-1898,
MV01955,ITM0097,WH001,IN,100,2024-10-12,USER001,REF-1955,
MV02010,ITM0003,WH005,IN,37,2024-10-12,USER003,REF-2010,
MV02056,ITM0096,WH004,ADJUSTMENT,-51,2024-10-12,USER008,ADJ-2056,Recount
MV02097,ITM0067,WH003,ADJUSTMENT,-87,2024-10-12,USER003,ADJ-2097,Lost
MV02645,ITM0060,WH003,OUT,-88,2024-10-12,USER001,REF-2645,
MV02764,ITM0048,WH005,OUT,-84,2024-10-12,USER004,REF-2764,
MV02929,ITM0066,WH001,OUT,-85,2024-10-12,USER007,REF-2929,
MV02978,ITM0012,WH001,ADJUSTMENT,-26,2024-10-12,USER007,ADJ-2978,Found
MV00408,ITM0026,WH003,OUT,-76,2024-10-13,USER005,REF-408,
MV00984,ITM0033,WH004,OUT,-42,2024-10-13,USER005,REF-984,
MV00991,ITM0028,WH005,OUT,-447,2024-10-13,USER003,REF-991,
MV01309,ITM0030,WH005,IN,8,2024-10-13,USER001,REF-1309,
MV01318,ITM0040,WH005,OUT,-89,2024-10-13,USER001,REF-1318,
MV02249,ITM0022,WH002,IN,47,2024-10-13,USER008,REF-2249,
MV00096,ITM0035,WH001,OUT,-15,2024-10-14,USER001,REF-96,
MV00682,ITM0049,WH005,IN,67,2024-10-14,USER001,REF-682,
MV00707,ITM0050,WH001,ADJUSTMENT,-65,2024-10-14,USER002,ADJ-707,Expired
MV00719,ITM0010,WH002,ADJUSTMENT,-17,2024-10-14,USER003,ADJ-719,Recount
MV00726,ITM0071,WH004,ADJUSTMENT,-5,2024-10-14,USER003,ADJ-726,Expired
MV00833,ITM0044,WH004,OUT,-31,2024-10-14,USER002,REF-833,
MV00921,ITM0003,WH003,ADJUSTMENT,-94,2024-10-14,USER005,ADJ-921,Found
MV01015,ITM0040,WH005,ADJUSTMENT,-33,2024-10-14,USER005,ADJ-1015,Found
MV01402,ITM0039,WH003,IN,49,2024-10-14,USER005,REF-1402,
MV01684,ITM0027,WH003,ADJUSTMENT,-64,2024-10-14,USER005,ADJ-1684,Expired
MV01863,ITM0074,WH001,IN,35,2024-10-14,USER003,REF-1863,
MV02449,ITM0034,WH001,ADJUSTMENT,-22,2024-10-14,USER006,ADJ-2449,Recount
MV02464,ITM0019,WH003,IN,87,2024-10-14,USER007,REF-2464,
MV02898,ITM0083,WH002,OUT,-100,2024-10-14,USER007,REF-2898,
MV01049,ITM0077,WH002,ADJUSTMENT,-13,2024-10-15,USER007,ADJ-1049,Recount
MV01059,ITM0091,WH002,IN,349,2024-10-15,USER007,REF-1059,
MV01460,ITM0084,WH004,ADJUSTMENT,-70,2024-10-15,USER008,ADJ-1460,Damage
MV01540,ITM0078,WH003,IN,97,2024-10-15,USER002,REF-1540,
MV01622,ITM0025,WH002,OUT,-20,2024-10-15,USER006,REF-1622,
MV02151,ITM0048,WH005,IN,49,2024-10-15,USER001,REF-2151,
MV02153,ITM0039,WH002,ADJUSTMENT,-39,2024-10-15,USER008,ADJ-2153,Lost
MV02167,ITM0083,WH001,ADJUSTMENT,-60,2024-10-15,USER001,ADJ-2167,Recount
MV02562,ITM0015,WH003,IN,31,2024-10-15,USER002,REF-2562,
MV00027,ITM0003,WH001,ADJUSTMENT,-48,2024-10-16,USER005,ADJ-27,Lost
MV00083,ITM0091,WH002,IN,15,2024-10-16,USER005,REF-83,
MV01130,ITM0036,WH004,IN,77,2024-10-16,USER001,REF-1130,
MV01360,ITM0049,WH002,OUT,-19,2024-10-16,USER006,REF-1360,
MV01956,ITM0001,WH002,OUT,-92,2024-10-16,USER001,REF-1956,
MV02083,ITM0025,WH001,OUT,-55,2024-10-16,USER003,REF-2083,
MV02343,ITM0042,WH003,IN,6,2024-10-16,USER003,REF-2343,
MV02923,ITM0070,WH004,IN,371,2024-10-16,USER001,REF-2923,
MV00598,ITM0031,WH002,ADJUSTMENT,-23,2024-10-17,USER003,ADJ-598,Damage
MV00669,ITM0073,WH002,OUT,-23,2024-10-17,USER006,REF-669,
MV00687,ITM0033,WH004,ADJUSTMENT,-65,2024-10-17,USER006,ADJ-687,Found
MV01035,ITM0021,WH005,ADJUSTMENT,-33,2024-10-17,USER004,ADJ-1035,Recount
MV01444,ITM0074,WH002,OUT,-38,2024-10-17,USER004,REF-1444,
MV01513,ITM0097,WH004,OUT,-31,2024-10-17,USER004,REF-1513,
MV01707,ITM0049,WH001,ADJUSTMENT,-22,2024-10-17,USER002,ADJ-1707,Expired
MV01709,ITM0088,WH003,IN,8,2024-10-17,USER006,REF-1709,
MV02104,ITM0086,WH001,OUT,-95,2024-10-17,USER006,REF-2104,
MV02459,ITM0013,WH003,OUT,-66,2024-10-17,USER006,REF-2459,
MV02711,ITM0009,WH002,OUT,-72,2024-10-17,USER004,REF-2711,
MV02804,ITM0030,WH001,IN,23,2024-10-17,USER002,REF-2804,
MV02833,ITM0008,WH005,OUT,-89,2024-10-17,USER001,REF-2833,
MV00034,ITM0056,WH003,OUT,-32,2024-10-18,USER006,REF-34,
MV00060,ITM0067,WH002,OUT,-24,2024-10-18,USER002,REF-60,
MV00795,ITM0011,WH002,ADJUSTMENT,-40,2024-10-18,USER006,ADJ-795,Damage
MV00959,ITM0009,WH004,IN,55,2024-10-18,USER001,REF-959,
MV01028,ITM0085,WH003,OUT,-53,2024-10-18,USER006,REF-1028,
MV01272,ITM0060,WH003,ADJUSTMENT,-503,2024-10-18,USER001,ADJ-1272,Damage
MV02338,ITM0048,WH004,OUT,-86,2024-10-18,USER008,REF-2338,
MV02364,ITM0083,WH004,OUT,-75,2024-10-18,USER002,REF-2364,
MV00151,ITM0002,WH003,IN,57,2024-10-19,USER006,REF-151,
MV00768,ITM0049,WH001,ADJUSTMENT,-60,2024-10-19,USER002,ADJ-768,Lost
MV01748,ITM0035,WH002,IN,595,2024-10-19,USER007,REF-1748,
MV01801,ITM0002,WH001,IN,59,2024-10-19,USER006,REF-1801,
MV01871,ITM0034,WH005,IN,64,2024-10-19,USER006,REF-1871,
MV01941,ITM0002,WH001,IN,39,2024-10-19,USER001,REF-1941,
MV02968,ITM0090,WH002,IN,97,2024-10-19,USER004,REF-2968,
MV00112,ITM0034,WH001,ADJUSTMENT,-66,2024-10-20,USER008,ADJ-112,Damage
MV00777,ITM0007,WH001,OUT,-46,2024-10-20,USER008,REF-777,
MV00910,ITM0023,WH004,IN,309,2024-10-20,USER004,REF-910,
MV01168,ITM0052,WH002,OUT,-86,2024-10-20,USER006,REF-1168,
MV01740,ITM0052,WH005,IN,77,2024-10-20,USER002,REF-1740,
MV02243,ITM0047,WH005,ADJUSTMENT,-91,2024-10-20,USER003,ADJ-2243,Lost
MV02884,ITM0091,WH005,OUT,-63,2024-10-20,USER006,REF-2884,
MV00537,ITM0077,WH001,ADJUSTMENT,-66,2024-10-21,USER006,ADJ-537,Lost
MV00784,ITM0095,WH002,OUT,-65,2024-10-21,USER001,REF-784,
MV00791,ITM0031,WH003,IN,57,2024-10-21,USER007,REF-791,
MV01463,ITM0032,WH004,OUT,-52,2024-10-21,USER003,REF-1463,
MV01788,ITM0050,WH001,ADJUSTMENT,-29,2024-10-21,USER008,ADJ-1788,Expired
MV02054,ITM0048,WH001,IN,60,2024-10-21,USER007,REF-2054,
MV02220,ITM0036,WH003,OUT,-42,2024-10-21,USER002,REF-2220,
MV02757,ITM0016,WH005,ADJUSTMENT,-93,2024-10-21,USER001,ADJ-2757,Found
MV02924,ITM0082,WH004,OUT,-409,2024-10-21,USER008,REF-2924,
MV01816,ITM0066,WH002,IN,92,2024-10-22,USER004,REF-1816,
MV02124,ITM0050,WH001,IN,25,2024-10-22,USER002,REF-2124,
MV02143,ITM0091,WH004,ADJUSTMENT,-28,2024-10-22,USER004,ADJ-2143,Recount
MV02349,ITM0057,WH004,ADJUSTMENT,-13,2024-10-22,USER007,ADJ-2349,Lost
MV02418,ITM0075,WH005,ADJUSTMENT,-34,2024-10-22,USER004,ADJ-2418,Lost
MV00540,ITM0063,WH002,ADJUSTMENT,-43,2024-10-23,USER002,ADJ-540,Lost
MV00923,ITM0089,WH001,ADJUSTMENT,-13,2024-10-23,USER001,ADJ-923,Recount
MV01080,ITM0095,WH001,ADJUSTMENT,-39,2024-10-23,USER007,ADJ-1080,Damage
MV01668,ITM0099,WH002,OUT,-26,2024-10-23,USER005,REF-1668,
MV02236,ITM0056,WH001,IN,72,2024-10-23,USER004,REF-2236,
MV00315,ITM0067,WH004,IN,55,2024-10-24,USER003,REF-315,
MV00567,ITM0058,WH005,OUT,-12,2024-10-24,USER006,REF-567,
MV01347,ITM0072,WH004,OUT,-40,2024-10-24,USER001,REF-1347,
MV01774,ITM0011,WH005,ADJUSTMENT,-99,2024-10-24,USER002,ADJ-1774,Found
MV01983,ITM0053,WH004,OUT,-11,2024-10-24,USER008,REF-1983,
MV02595,ITM0034,WH005,ADJUSTMENT,-44,2024-10-24,USER008,ADJ-2595,Damage
MV02596,ITM0027,WH005,IN,61,2024-10-24,USER005,REF-2596,
MV02763,ITM0071,WH001,ADJUSTMENT,-69,2024-10-24,USER005,ADJ-2763,Damage
MV00444,ITM0077,WH002,ADJUSTMENT,-49,2024-10-25,USER004,ADJ-444,Expired
MV00475,ITM0043,WH003,ADJUSTMENT,-5,2024-10-25,USER001,ADJ-475,Damage
MV00480,ITM0037,WH003,ADJUSTMENT,-62,2024-10-25,USER005,ADJ-480,Recount
MV00683,ITM0034,WH002,ADJUSTMENT,-100,2024-10-25,USER003,ADJ-683,Damage
MV00839,ITM0076,WH003,ADJUSTMENT,-58,2024-10-25,USER008,ADJ-839,Found
MV00901,ITM0069,WH005,OUT,-19,2024-10-25,USER002,REF-901,
MV01060,ITM0002,WH005,ADJUSTMENT,-71,2024-10-25,USER008,ADJ-1060,Expired
MV01704,ITM0049,WH001,ADJUSTMENT,-31,2024-10-25,USER002,ADJ-1704,Damage
MV01795,ITM0074,WH002,IN,676,2024-10-25,USER007,REF-1795,
MV02253,ITM0078,WH002,ADJUSTMENT,-44,2024-10-25,USER005,ADJ-2253,Found
MV02583,ITM0059,WH002,ADJUSTMENT,-499,2024-10-25,USER001,ADJ-2583,Recount
MV02631,ITM0080,WH001,ADJUSTMENT,-13,2024-10-25,USER003,ADJ-2631,Expired
MV02723,ITM0091,WH005,IN,70,2024-10-25,USER002,REF-2723,
MV00174,ITM0080,WH002,ADJUSTMENT,-64,2024-10-26,USER005,ADJ-174,Damage
MV01088,ITM0063,WH001,OUT,-1,2024-10-26,USER006,REF-1088,
MV01653,ITM0053,WH001,OUT,-97,2024-10-26,USER003,REF-1653,
MV02553,ITM0072,WH004,ADJUSTMENT,-6,2024-10-26,USER003,ADJ-2553,Lost
MV00889,ITM0028,WH004,IN,97,2024-10-27,USER002,REF-889,
MV01363,ITM0083,WH004,IN,93,2024-10-27,USER003,REF-1363,
MV01583,ITM0038,WH002,IN,1,2024-10-27,USER007,REF-1583,
MV02301,ITM0007,WH004,IN,10,2024-10-27,USER005,REF-2301,
MV02603,ITM0062,WH001,IN,7,2024-10-27,USER002,REF-2603,
MV02976,ITM0040,WH004,IN,24,2024-10-27,USER001,REF-2976,
MV00162,ITM0089,WH003,IN,59,2024-10-28,USER005,REF-162,
MV00459,ITM0078,WH004,IN,23,2024-10-28,USER004,REF-459,
MV00469,ITM0092,WH004,IN,35,2024-10-28,USER005,REF-469,
MV00652,ITM0061,WH002,OUT,-68,2024-10-28,USER002,REF-652,
MV00895,ITM0005,WH002,IN,87,2024-10-28,USER003,REF-895,
MV00926,ITM0050,WH004,IN,80,2024-10-28,USER003,REF-926,
MV01403,ITM0064,WH003,IN,300,2024-10-28,USER007,REF-1403,
MV01737,ITM0085,WH003,IN,1,2024-10-28,USER004,REF-1737,
MV02207,ITM0064,WH001,IN,45,2024-10-28,USER002,REF-2207,
MV02930,ITM0048,WH004,OUT,-31,2024-10-28,USER003,REF-2930,
MV00171,ITM0088,WH002,ADJUSTMENT,-17,2024-10-29,USER008,ADJ-171,Damage
MV00232,ITM0059,WH001,IN,82,2024-10-29,USER007,REF-232,
MV00986,ITM0006,WH003,IN,20,2024-10-29,USER008,REF-986,
MV01172,ITM0048,WH001,OUT,-53,2024-10-29,USER002,REF-1172,
MV01235,ITM0030,WH003,OUT,-32,2024-10-29,USER001,REF-1235,
MV01316,ITM0070,WH002,ADJUSTMENT,-44,2024-10-29,USER001,ADJ-1316,Expired
MV01878,ITM0025,WH001,IN,72,2024-10-29,USER008,REF-1878,
MV02032,ITM0098,WH001,ADJUSTMENT,-73,2024-10-29,USER001,ADJ-2032,Expired
MV02500,ITM0065,WH004,ADJUSTMENT,-95,2024-10-29,USER004,ADJ-2500,Recount
MV02955,ITM0038,WH005,IN,90,2024-10-29,USER004,REF-2955,
MV00390,ITM0087,WH002,IN,56,2024-10-30,USER006,REF-390,
MV01124,ITM0039,WH005,ADJUSTMENT,-91,2024-10-30,USER001,ADJ-1124,Recount
MV01762,ITM0047,WH005,OUT,-5,2024-10-30,USER003,REF-1762,
MV02172,ITM0023,WH004,OUT,-17,2024-10-30,USER007,REF-2172,
MV02198,ITM0076,WH005,OUT,-54,2024-10-30,USER007,REF-2198,
MV02946,ITM0010,WH005,OUT,-20,2024-10-30,USER005,REF-2946,
MV00903,ITM0062,WH005,ADJUSTMENT,-82,2024-10-31,USER006,ADJ-903,Lost
MV01874,ITM0035,WH003,ADJUSTMENT,-93,2024-10-31,USER008,ADJ-1874,Expired
MV01945,ITM0026,WH004,OUT,-71,2024-10-31,USER002,REF-1945,
MV02569,ITM0004,WH003,ADJUSTMENT,-97,2024-10-31,USER004,ADJ-2569,Lost
MV00394,ITM0050,WH002,OUT,-467,2024-11-01,USER002,REF-394,
MV00842,ITM0040,WH004,IN,21,2024-11-01,USER008,REF-842,
MV00914,ITM0066,WH001,IN,2,2024-11-01,USER006,REF-914,
MV01237,ITM0026,WH005,ADJUSTMENT,-60,2024-11-01,USER007,ADJ-1237,Expired
MV01611,ITM0018,WH004,ADJUSTMENT,-10,2024-11-01,USER002,ADJ-1611,Lost
MV01747,ITM0056,WH001,ADJUSTMENT,-10,2024-11-01,USER003,ADJ-1747,Expired
MV02461,ITM0049,WH002,IN,16,2024-11-01,USER005,REF-2461,
MV02935,ITM0081,WH002,ADJUSTMENT,-60,2024-11-01,USER002,ADJ-2935,Damage
MV00534,ITM0060,WH003,OUT,-81,2024-11-02,USER001,REF-534,
MV00686,ITM0057,WH005,ADJUSTMENT,-83,2024-11-02,USER005,ADJ-686,Damage
MV01596,ITM0042,WH001,ADJUSTMENT,-59,2024-11-02,USER001,ADJ-1596,Damage
MV02408,ITM0028,WH001,IN,30,2024-11-02,USER002,REF-2408,
MV00181,ITM0057,WH005,ADJUSTMENT,-44,2024-11-03,USER002,ADJ-181,Found
MV00812,ITM0030,WH001,OUT,-12,2024-11-03,USER007,REF-812,
MV00934,ITM0090,WH001,ADJUSTMENT,-69,2024-11-03,USER004,ADJ-934,Recount
MV01416,ITM0058,WH001,IN,97,2024-11-03,USER005,REF-1416,
MV02392,ITM0084,WH004,ADJUSTMENT,-30,2024-11-03,USER003,ADJ-2392,Expired
MV02482,ITM0075,WH001,ADJUSTMENT,-27,2024-11-03,USER001,ADJ-2482,Expired
MV02750,ITM0047,WH001,IN,76,2024-11-03,USER002,REF-2750,
MV02816,ITM0054,WH005,IN,67,2024-11-03,USER007,REF-2816,
MV00814,ITM0089,WH001,ADJUSTMENT,-37,2024-11-04,USER007,ADJ-814,Expired
MV00844,ITM0017,WH005,ADJUSTMENT,-42,2024-11-04,USER003,ADJ-844,Lost
MV01292,ITM0020,WH002,OUT,-78,2024-11-04,USER007,REF-1292,
MV02121,ITM0076,WH002,IN,41,2024-11-04,USER004,REF-2121,
MV02534,ITM0025,WH001,IN,54,2024-11-04,USER006,REF-2534,
MV02590,ITM0082,WH003,OUT,-17,2024-11-04,USER007,REF-2590,
MV00695,ITM0034,WH002,IN,71,2024-11-05,USER004,REF-695,
MV01660,ITM0020,WH004,ADJUSTMENT,-57,2024-11-05,USER007,ADJ-1660,Lost
MV02046,ITM0036,WH001,IN,27,2024-11-05,USER006,REF-2046,
MV02166,ITM0079,WH002,OUT,-16,2024-11-05,USER008,REF-2166,
MV02294,ITM0096,WH003,OUT,-45,2024-11-05,USER004,REF-2294,
MV02442,ITM0060,WH004,OUT,-80,2024-11-05,USER002,REF-2442,
MV02519,ITM0090,WH005,ADJUSTMENT,-22,2024-11-05,USER004,ADJ-2519,Damage
MV00098,ITM0099,WH003,OUT,-3,2024-11-06,USER008,REF-98,
MV00383,ITM0098,WH005,ADJUSTMENT,-99,2024-11-06,USER004,ADJ-383,Found
MV01356,ITM0056,WH001,ADJUSTMENT,-3,2024-11-06,USER003,ADJ-1356,Recount
MV01792,ITM0030,WH004,OUT,-3,2024-11-06,USER005,REF-1792,
MV02555,ITM0068,WH002,IN,17,2024-11-06,USER007,REF-2555,
MV02835,ITM0023,WH003,IN,23,2024-11-06,USER007,REF-2835,
MV00341,ITM0073,WH005,IN,95,2024-11-07,USER008,REF-341,
MV00505,ITM0076,WH005,OUT,-28,2024-11-07,USER006,REF-505,
MV00727,ITM0038,WH003,ADJUSTMENT,-69,2024-11-07,USER006,ADJ-727,Found
MV01100,ITM0045,WH004,OUT,-86,2024-11-07,USER004,REF-1100,
MV01957,ITM0089,WH004,OUT,-28,2024-11-07,USER003,REF-1957,
MV02578,ITM0091,WH005,ADJUSTMENT,-5,2024-11-07,USER002,ADJ-2578,Found
MV02708,ITM0009,WH002,ADJUSTMENT,-22,2024-11-07,USER005,ADJ-2708,Recount
MV02717,ITM0080,WH003,ADJUSTMENT,-80,2024-11-07,USER008,ADJ-2717,Lost
MV02964,ITM0060,WH003,IN,21,2024-11-07,USER005,REF-2964,
MV02988,ITM0097,WH001,ADJUSTMENT,-46,2024-11-07,USER005,ADJ-2988,Damage
MV00944,ITM0099,WH001,IN,92,2024-11-08,USER003,REF-944,
MV01282,ITM0071,WH004,OUT,-3,2024-11-08,USER003,REF-1282,
MV02365,ITM0047,WH002,ADJUSTMENT,-51,2024-11-08,USER004,ADJ-2365,Lost
MV02496,ITM0015,WH002,OUT,-16,2024-11-08,USER007,REF-2496,
MV02527,ITM0020,WH003,ADJUSTMENT,-33,2024-11-08,USER008,ADJ-2527,Damage
MV02549,ITM0034,WH004,IN,94,2024-11-08,USER005,REF-2549,
MV00197,ITM0026,WH002,IN,100,2024-11-09,USER005,REF-197,
MV00439,ITM0030,WH002,ADJUSTMENT,-83,2024-11-09,USER002,ADJ-439,Recount
MV01627,ITM0024,WH003,OUT,-5,2024-11-09,USER002,REF-1627,
MV01925,ITM0039,WH001,OUT,-30,2024-11-09,USER008,REF-1925,
MV01930,ITM0086,WH003,OUT,-1,2024-11-09,USER008,REF-1930,
